,Year,ACCIDENT_TYPE,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,ALCOHOL_RELATED,TOTAL_PERSONS,INJ_OR_FATAL,DRIVER,OLD_DRIVER,YOUNG_DRIVER
1007,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,100 km/hr,No,2,2,2,0,0
1008,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,40 km/hr,No,1,1,0,0,0
1009,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,50 km/hr,No,11,10,1,0,1
1010,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,60 km/hr,No,10,9,1,0,0
1011,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,70 km/hr,No,2,1,1,0,0
1012,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,80 km/hr,No,11,10,4,0,0
1013,2014,Vehicle overturned (no collision),Cross intersection,Other injury accident,Not known,No,6,4,1,0,0
1014,2014,Vehicle overturned (no collision),Cross intersection,Serious injury accident,40 km/hr,No,3,2,1,0,0
1015,2014,Vehicle overturned (no collision),Cross intersection,Serious injury accident,50 km/hr,No,6,5,0,0,0
1016,2014,Vehicle overturned (no collision),Cross intersection,Serious injury accident,60 km/hr,No,9,6,2,0,1
1017,2014,Vehicle overturned (no collision),Cross intersection,Serious injury accident,80 km/hr,No,3,2,1,0,0
1018,2014,Vehicle overturned (no collision),Cross intersection,Serious injury accident,Not known,No,4,3,0,0,0
1019,2014,Vehicle overturned (no collision),Multiple intersection,Other injury accident,50 km/hr,No,2,2,0,0,0
1020,2014,Vehicle overturned (no collision),Multiple intersection,Other injury accident,70 km/hr,No,1,1,0,0,0
1021,2014,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,50 km/hr,No,1,1,0,0,0
1022,2014,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,60 km/hr,No,5,5,2,0,2
1023,2014,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,70 km/hr,No,1,1,0,0,0
1024,2014,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,80 km/hr,No,1,1,1,0,0
1025,2014,Vehicle overturned (no collision),Not at intersection,Fatal accident,100 km/hr,No,9,9,1,0,0
1026,2014,Vehicle overturned (no collision),Not at intersection,Fatal accident,100 km/hr,Yes,6,6,4,0,1
1027,2014,Vehicle overturned (no collision),Not at intersection,Fatal accident,110 km/hr,No,14,14,3,0,1
1028,2014,Vehicle overturned (no collision),Not at intersection,Fatal accident,80 km/hr,No,2,2,1,0,0
1029,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,No,221,193,117,2,44
1030,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,Yes,8,8,6,0,4
1031,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,110 km/hr,No,15,8,7,0,2
1032,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,30km/hr,No,1,1,0,0,0
1033,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,40 km/hr,No,10,7,2,0,1
1034,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,40 km/hr,Yes,1,1,0,0,0
1035,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,50 km/hr,No,35,28,9,0,3
1036,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,50 km/hr,Yes,1,1,1,0,1
1037,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,60 km/hr,No,55,48,18,0,6
1038,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,60 km/hr,Yes,5,3,3,0,2
1039,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,70 km/hr,No,8,5,4,0,0
1040,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,No,70,50,32,0,7
1041,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,Yes,2,2,2,0,0
1042,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,Camping grounds or off road,No,5,5,1,0,1
1043,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,Not known,No,47,41,11,1,5
1044,2014,Vehicle overturned (no collision),Not at intersection,Other injury accident,Not known,Yes,1,1,1,0,0
1045,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,No,139,118,69,2,22
1046,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,Yes,16,16,13,0,5
1047,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,110 km/hr,No,22,17,15,0,0
1048,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,30km/hr,No,1,1,1,0,0
1049,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,40 km/hr,No,7,5,2,1,0
1050,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,No,23,18,4,0,0
1051,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,Yes,2,2,0,0,0
1052,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,No,32,23,5,1,1
1053,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,Yes,3,3,3,0,0
1054,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,70 km/hr,No,6,6,0,0,0
1055,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,80 km/hr,No,24,22,5,1,2
1056,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,90 km/hr,No,1,1,0,0,0
1057,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
1058,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Not known,No,29,28,4,0,3
1059,2014,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Not known,Yes,3,3,1,0,0
1060,2014,Vehicle overturned (no collision),Road closure,Other injury accident,100 km/hr,No,1,1,0,0,0
1061,2014,Vehicle overturned (no collision),T intersection,Other injury accident,100 km/hr,No,16,15,7,0,3
1062,2014,Vehicle overturned (no collision),T intersection,Other injury accident,50 km/hr,No,13,11,3,1,1
1063,2014,Vehicle overturned (no collision),T intersection,Other injury accident,60 km/hr,No,27,24,2,0,2
1064,2014,Vehicle overturned (no collision),T intersection,Other injury accident,70 km/hr,No,2,2,0,0,0
1065,2014,Vehicle overturned (no collision),T intersection,Other injury accident,80 km/hr,No,17,13,6,1,2
1066,2014,Vehicle overturned (no collision),T intersection,Other injury accident,90 km/hr,No,1,1,1,0,0
1067,2014,Vehicle overturned (no collision),T intersection,Other injury accident,Not known,No,8,7,1,0,0
1068,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,100 km/hr,No,9,6,4,0,1
1069,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,40 km/hr,No,4,3,1,0,0
1070,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,50 km/hr,No,9,5,1,0,0
1071,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,60 km/hr,No,10,9,2,0,0
1072,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,60 km/hr,Yes,4,3,1,0,1
1073,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,70 km/hr,No,3,2,1,0,0
1074,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,80 km/hr,No,2,2,0,0,0
1075,2014,Vehicle overturned (no collision),T intersection,Serious injury accident,Not known,No,5,5,0,0,0
1076,2014,Vehicle overturned (no collision),Unknown,Other injury accident,Not known,No,2,2,0,0,0
1077,2014,Vehicle overturned (no collision),Unknown,Serious injury accident,Not known,No,1,1,0,0,0
1078,2014,Vehicle overturned (no collision),Y intersection,Other injury accident,50 km/hr,No,1,1,1,0,0
1079,2014,collision with some other object,Multiple intersection,Other injury accident,80 km/hr,No,1,1,1,0,0
1080,2014,collision with some other object,Not at intersection,Fatal accident,100 km/hr,No,8,4,1,0,0
1081,2014,collision with some other object,Not at intersection,Other injury accident,100 km/hr,No,45,25,19,0,3
1082,2014,collision with some other object,Not at intersection,Other injury accident,110 km/hr,No,5,4,2,0,1
1083,2014,collision with some other object,Not at intersection,Other injury accident,40 km/hr,No,3,2,1,0,0
1084,2014,collision with some other object,Not at intersection,Other injury accident,50 km/hr,No,3,3,3,0,1
1085,2014,collision with some other object,Not at intersection,Other injury accident,60 km/hr,No,4,4,2,0,1
1086,2014,collision with some other object,Not at intersection,Other injury accident,70 km/hr,No,9,4,7,0,1
1087,2014,collision with some other object,Not at intersection,Other injury accident,80 km/hr,No,4,4,2,0,0
1088,2014,collision with some other object,Not at intersection,Other injury accident,90 km/hr,No,2,2,1,1,0
1089,2014,collision with some other object,Not at intersection,Other injury accident,Not known,No,22,21,5,0,1
1090,2014,collision with some other object,Not at intersection,Serious injury accident,100 km/hr,No,16,15,2,0,0
1091,2014,collision with some other object,Not at intersection,Serious injury accident,110 km/hr,No,2,2,1,0,1
1092,2014,collision with some other object,Not at intersection,Serious injury accident,60 km/hr,No,4,4,0,0,0
1093,2014,collision with some other object,Not at intersection,Serious injury accident,70 km/hr,No,2,2,1,0,0
1094,2014,collision with some other object,Not at intersection,Serious injury accident,80 km/hr,No,4,3,1,1,0
1095,2014,collision with some other object,Not at intersection,Serious injury accident,Camping grounds or off road,No,3,3,0,0,0
1096,2014,collision with some other object,Not at intersection,Serious injury accident,Not known,No,9,9,1,1,0
1097,2014,collision with some other object,T intersection,Other injury accident,100 km/hr,No,1,1,0,0,0
1098,2014,collision with some other object,T intersection,Other injury accident,60 km/hr,No,3,3,1,0,0
1099,2014,collision with some other object,T intersection,Other injury accident,80 km/hr,No,2,2,2,0,2
1100,2014,collision with some other object,T intersection,Other injury accident,Not known,No,2,2,0,0,0
1101,2014,collision with some other object,T intersection,Serious injury accident,100 km/hr,No,1,1,0,0,0
1102,2014,collision with some other object,T intersection,Serious injury accident,60 km/hr,Yes,1,1,1,0,1
1103,2014,collision with some other object,T intersection,Serious injury accident,Not known,No,2,2,0,0,0
1104,2014,collision with some other object,Unknown,Other injury accident,Not known,No,1,1,0,0,0
1105,2015,Collision with a fixed object,Cross intersection,Fatal accident,50 km/hr,No,1,1,1,0,0
1106,2015,Collision with a fixed object,Cross intersection,Fatal accident,70 km/hr,Yes,1,1,1,0,0
1107,2015,Collision with a fixed object,Cross intersection,Other injury accident,100 km/hr,No,8,6,5,0,4
1108,2015,Collision with a fixed object,Cross intersection,Other injury accident,40 km/hr,No,4,3,2,0,0
1109,2015,Collision with a fixed object,Cross intersection,Other injury accident,50 km/hr,No,20,18,14,1,3
1110,2015,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,No,32,24,23,3,8
1111,2015,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,Yes,2,2,2,0,0
1112,2015,Collision with a fixed object,Cross intersection,Other injury accident,70 km/hr,No,15,9,10,1,2
1113,2015,Collision with a fixed object,Cross intersection,Other injury accident,80 km/hr,No,9,7,6,1,3
1114,2015,Collision with a fixed object,Cross intersection,Other injury accident,Not known,No,2,2,2,0,1
1115,2015,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,No,3,2,2,0,0
1116,2015,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,Yes,2,2,1,0,1
1117,2015,Collision with a fixed object,Cross intersection,Serious injury accident,40 km/hr,No,4,2,1,0,0
1118,2015,Collision with a fixed object,Cross intersection,Serious injury accident,50 km/hr,No,3,3,3,0,0
1119,2015,Collision with a fixed object,Cross intersection,Serious injury accident,50 km/hr,Yes,1,1,1,0,0
1120,2015,Collision with a fixed object,Cross intersection,Serious injury accident,60 km/hr,No,21,16,14,0,4
1121,2015,Collision with a fixed object,Cross intersection,Serious injury accident,60 km/hr,Yes,5,5,3,0,1
1122,2015,Collision with a fixed object,Cross intersection,Serious injury accident,70 km/hr,No,6,4,4,0,1
1123,2015,Collision with a fixed object,Cross intersection,Serious injury accident,70 km/hr,Yes,1,1,1,0,0
1124,2015,Collision with a fixed object,Cross intersection,Serious injury accident,80 km/hr,No,10,10,6,1,1
1125,2015,Collision with a fixed object,Cross intersection,Serious injury accident,80 km/hr,Yes,1,1,1,0,0
1126,2015,Collision with a fixed object,Cross intersection,Serious injury accident,Camping grounds or off road,No,1,1,1,0,0
1127,2015,Collision with a fixed object,Cross intersection,Serious injury accident,Not known,No,3,3,2,0,0
1128,2015,Collision with a fixed object,Dead end,Other injury accident,50 km/hr,No,7,4,3,1,0
1129,2015,Collision with a fixed object,Dead end,Other injury accident,50 km/hr,Yes,1,1,1,0,0
1130,2015,Collision with a fixed object,Dead end,Other injury accident,60 km/hr,No,2,2,1,0,1
1131,2015,Collision with a fixed object,Dead end,Serious injury accident,100 km/hr,No,1,1,1,0,0
1132,2015,Collision with a fixed object,Dead end,Serious injury accident,40 km/hr,No,2,1,2,0,0
1133,2015,Collision with a fixed object,Dead end,Serious injury accident,50 km/hr,No,5,5,4,3,0
1134,2015,Collision with a fixed object,Dead end,Serious injury accident,60 km/hr,No,2,2,1,0,0
1135,2015,Collision with a fixed object,Dead end,Serious injury accident,Camping grounds or off road,No,1,1,1,1,0
1136,2015,Collision with a fixed object,Dead end,Serious injury accident,Not known,No,1,1,1,0,0
1137,2015,Collision with a fixed object,Multiple intersection,Other injury accident,50 km/hr,No,4,4,3,0,2
1138,2015,Collision with a fixed object,Multiple intersection,Other injury accident,50 km/hr,Yes,1,1,1,0,0
1139,2015,Collision with a fixed object,Multiple intersection,Other injury accident,60 km/hr,No,8,5,5,0,1
1140,2015,Collision with a fixed object,Multiple intersection,Other injury accident,60 km/hr,Yes,1,1,1,0,0
1141,2015,Collision with a fixed object,Multiple intersection,Other injury accident,70 km/hr,No,2,2,2,1,0
1142,2015,Collision with a fixed object,Multiple intersection,Other injury accident,80 km/hr,No,4,4,3,0,2
1143,2015,Collision with a fixed object,Multiple intersection,Other injury accident,80 km/hr,Yes,1,1,1,0,0
1144,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,100 km/hr,No,3,1,1,1,0
1145,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,50 km/hr,Yes,3,3,1,0,0
1146,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,60 km/hr,No,2,2,1,1,0
1147,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,60 km/hr,Yes,1,1,1,0,0
1148,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,70 km/hr,No,1,1,0,0,0
1149,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,80 km/hr,No,1,1,1,1,0
1150,2015,Collision with a fixed object,Multiple intersection,Serious injury accident,Not known,Yes,1,1,1,0,0
1151,2015,Collision with a fixed object,Not at intersection,Fatal accident,100 km/hr,No,67,67,37,2,10
1152,2015,Collision with a fixed object,Not at intersection,Fatal accident,100 km/hr,Yes,7,7,5,0,2
1153,2015,Collision with a fixed object,Not at intersection,Fatal accident,110 km/hr,No,11,11,5,0,0
1154,2015,Collision with a fixed object,Not at intersection,Fatal accident,110 km/hr,Yes,1,1,1,0,0
1155,2015,Collision with a fixed object,Not at intersection,Fatal accident,40 km/hr,Yes,1,1,0,0,0
1156,2015,Collision with a fixed object,Not at intersection,Fatal accident,50 km/hr,No,16,14,4,0,3
1157,2015,Collision with a fixed object,Not at intersection,Fatal accident,50 km/hr,Yes,1,1,0,0,0
1158,2015,Collision with a fixed object,Not at intersection,Fatal accident,60 km/hr,No,6,6,5,0,2
1159,2015,Collision with a fixed object,Not at intersection,Fatal accident,70 km/hr,No,3,3,2,0,1
1160,2015,Collision with a fixed object,Not at intersection,Fatal accident,80 km/hr,No,16,11,10,1,0
1161,2015,Collision with a fixed object,Not at intersection,Fatal accident,80 km/hr,Yes,1,1,1,0,1
1162,2015,Collision with a fixed object,Not at intersection,Fatal accident,Not known,No,1,1,0,0,0
1163,2015,Collision with a fixed object,Not at intersection,Other injury accident,100 km/hr,No,507,421,314,7,111
1164,2015,Collision with a fixed object,Not at intersection,Other injury accident,100 km/hr,Yes,25,23,20,0,6
1165,2015,Collision with a fixed object,Not at intersection,Other injury accident,110 km/hr,No,48,36,35,2,7
1166,2015,Collision with a fixed object,Not at intersection,Other injury accident,110 km/hr,Yes,2,2,2,0,0
1167,2015,Collision with a fixed object,Not at intersection,Other injury accident,30km/hr,No,1,1,0,0,0
1168,2015,Collision with a fixed object,Not at intersection,Other injury accident,30km/hr,Yes,2,2,1,0,1
1169,2015,Collision with a fixed object,Not at intersection,Other injury accident,40 km/hr,No,21,16,12,1,4
1170,2015,Collision with a fixed object,Not at intersection,Other injury accident,40 km/hr,Yes,3,3,3,0,0
1171,2015,Collision with a fixed object,Not at intersection,Other injury accident,50 km/hr,No,177,133,109,7,36
1172,2015,Collision with a fixed object,Not at intersection,Other injury accident,50 km/hr,Yes,19,18,17,0,9
1173,2015,Collision with a fixed object,Not at intersection,Other injury accident,60 km/hr,No,237,172,149,8,58
1174,2015,Collision with a fixed object,Not at intersection,Other injury accident,60 km/hr,Yes,28,23,17,0,5
1175,2015,Collision with a fixed object,Not at intersection,Other injury accident,70 km/hr,No,67,55,51,1,23
1176,2015,Collision with a fixed object,Not at intersection,Other injury accident,70 km/hr,Yes,1,1,1,0,0
1177,2015,Collision with a fixed object,Not at intersection,Other injury accident,80 km/hr,No,224,177,147,4,43
1178,2015,Collision with a fixed object,Not at intersection,Other injury accident,80 km/hr,Yes,13,11,11,0,2
1179,2015,Collision with a fixed object,Not at intersection,Other injury accident,90 km/hr,No,6,5,5,0,3
1180,2015,Collision with a fixed object,Not at intersection,Other injury accident,Camping grounds or off road,No,13,7,2,0,0
1181,2015,Collision with a fixed object,Not at intersection,Other injury accident,Not known,No,55,44,23,1,6
1182,2015,Collision with a fixed object,Not at intersection,Other injury accident,Not known,Yes,6,4,6,0,1
1183,2015,Collision with a fixed object,Not at intersection,Serious injury accident,100 km/hr,No,397,356,246,11,72
1184,2015,Collision with a fixed object,Not at intersection,Serious injury accident,100 km/hr,Yes,48,46,38,0,8
1185,2015,Collision with a fixed object,Not at intersection,Serious injury accident,110 km/hr,No,52,39,28,2,7
1186,2015,Collision with a fixed object,Not at intersection,Serious injury accident,110 km/hr,Yes,4,4,2,0,1
1187,2015,Collision with a fixed object,Not at intersection,Serious injury accident,40 km/hr,No,19,18,8,1,1
1188,2015,Collision with a fixed object,Not at intersection,Serious injury accident,40 km/hr,Yes,2,2,1,0,0
1189,2015,Collision with a fixed object,Not at intersection,Serious injury accident,50 km/hr,No,94,77,52,7,19
1190,2015,Collision with a fixed object,Not at intersection,Serious injury accident,50 km/hr,Yes,20,19,13,0,4
1191,2015,Collision with a fixed object,Not at intersection,Serious injury accident,60 km/hr,No,160,137,104,7,25
1192,2015,Collision with a fixed object,Not at intersection,Serious injury accident,60 km/hr,Yes,31,31,21,0,7
1193,2015,Collision with a fixed object,Not at intersection,Serious injury accident,70 km/hr,No,39,29,22,0,8
1194,2015,Collision with a fixed object,Not at intersection,Serious injury accident,70 km/hr,Yes,9,5,7,0,1
1195,2015,Collision with a fixed object,Not at intersection,Serious injury accident,75 km/hr,Yes,1,1,1,0,0
1196,2015,Collision with a fixed object,Not at intersection,Serious injury accident,80 km/hr,No,149,129,87,7,26
1197,2015,Collision with a fixed object,Not at intersection,Serious injury accident,80 km/hr,Yes,31,30,20,1,5
1198,2015,Collision with a fixed object,Not at intersection,Serious injury accident,90 km/hr,No,8,8,5,0,0
1199,2015,Collision with a fixed object,Not at intersection,Serious injury accident,Camping grounds or off road,No,4,3,1,0,1
1200,2015,Collision with a fixed object,Not at intersection,Serious injury accident,Not known,No,26,22,12,0,4
1201,2015,Collision with a fixed object,Not at intersection,Serious injury accident,Not known,Yes,6,6,6,0,3
1202,2015,Collision with a fixed object,Not at intersection,Serious injury accident,Other speed limit,No,2,2,1,1,0
1203,2015,Collision with a fixed object,Road closure,Serious injury accident,100 km/hr,No,1,1,1,1,0
1204,2015,Collision with a fixed object,T intersection,Fatal accident,100 km/hr,Yes,1,1,0,0,0
1205,2015,Collision with a fixed object,T intersection,Fatal accident,70 km/hr,No,1,1,1,0,0
1206,2015,Collision with a fixed object,T intersection,Fatal accident,80 km/hr,No,5,4,2,0,1
1207,2015,Collision with a fixed object,T intersection,Other injury accident,100 km/hr,No,49,30,25,2,7
1208,2015,Collision with a fixed object,T intersection,Other injury accident,100 km/hr,Yes,1,1,1,0,0
1209,2015,Collision with a fixed object,T intersection,Other injury accident,110 km/hr,No,4,3,2,0,2
1210,2015,Collision with a fixed object,T intersection,Other injury accident,30km/hr,Yes,2,2,1,0,0
1211,2015,Collision with a fixed object,T intersection,Other injury accident,40 km/hr,No,8,5,5,0,2
1212,2015,Collision with a fixed object,T intersection,Other injury accident,50 km/hr,No,62,50,35,4,11
1213,2015,Collision with a fixed object,T intersection,Other injury accident,50 km/hr,Yes,6,6,4,0,1
1214,2015,Collision with a fixed object,T intersection,Other injury accident,60 km/hr,No,70,52,47,4,19
1215,2015,Collision with a fixed object,T intersection,Other injury accident,60 km/hr,Yes,3,3,3,0,1
1216,2015,Collision with a fixed object,T intersection,Other injury accident,70 km/hr,No,16,10,11,1,5
1217,2015,Collision with a fixed object,T intersection,Other injury accident,70 km/hr,Yes,3,3,3,0,1
1218,2015,Collision with a fixed object,T intersection,Other injury accident,80 km/hr,No,38,27,23,0,7
1219,2015,Collision with a fixed object,T intersection,Other injury accident,80 km/hr,Yes,2,2,2,0,1
1220,2015,Collision with a fixed object,T intersection,Other injury accident,Not known,No,11,5,4,0,2
1221,2015,Collision with a fixed object,T intersection,Other injury accident,Not known,Yes,1,1,1,0,1
1222,2015,Collision with a fixed object,T intersection,Serious injury accident,100 km/hr,No,29,14,13,1,2
1223,2015,Collision with a fixed object,T intersection,Serious injury accident,100 km/hr,Yes,1,1,1,0,1
1224,2015,Collision with a fixed object,T intersection,Serious injury accident,30km/hr,No,2,2,1,0,0
1225,2015,Collision with a fixed object,T intersection,Serious injury accident,40 km/hr,No,5,4,3,0,0
1226,2015,Collision with a fixed object,T intersection,Serious injury accident,40 km/hr,Yes,1,1,1,0,0
1227,2015,Collision with a fixed object,T intersection,Serious injury accident,50 km/hr,No,37,31,18,0,6
1228,2015,Collision with a fixed object,T intersection,Serious injury accident,50 km/hr,Yes,9,9,4,0,1
1229,2015,Collision with a fixed object,T intersection,Serious injury accident,60 km/hr,No,40,32,26,4,5
1230,2015,Collision with a fixed object,T intersection,Serious injury accident,60 km/hr,Yes,8,8,7,0,1
1231,2015,Collision with a fixed object,T intersection,Serious injury accident,70 km/hr,No,12,11,8,1,2
1232,2015,Collision with a fixed object,T intersection,Serious injury accident,75 km/hr,No,1,1,1,0,0
1233,2015,Collision with a fixed object,T intersection,Serious injury accident,80 km/hr,No,17,16,12,0,2
1234,2015,Collision with a fixed object,T intersection,Serious injury accident,80 km/hr,Yes,1,1,1,0,0
1235,2015,Collision with a fixed object,T intersection,Serious injury accident,Camping grounds or off road,Yes,1,1,1,0,0
1236,2015,Collision with a fixed object,T intersection,Serious injury accident,Not known,No,7,6,5,2,1
1237,2015,Collision with a fixed object,Unknown,Other injury accident,80 km/hr,No,2,1,1,0,1
1238,2015,Collision with a fixed object,Unknown,Other injury accident,Not known,No,1,1,0,0,0
1239,2015,Collision with vehicle,Cross intersection,Fatal accident,100 km/hr,No,45,31,30,3,4
1240,2015,Collision with vehicle,Cross intersection,Fatal accident,60 km/hr,No,19,9,8,0,0
1241,2015,Collision with vehicle,Cross intersection,Fatal accident,70 km/hr,No,19,8,12,0,2
1242,2015,Collision with vehicle,Cross intersection,Fatal accident,80 km/hr,No,14,11,9,1,3
1243,2015,Collision with vehicle,Cross intersection,Other injury accident,100 km/hr,No,214,100,122,9,23
1244,2015,Collision with vehicle,Cross intersection,Other injury accident,100 km/hr,Yes,2,1,2,0,0
1245,2015,Collision with vehicle,Cross intersection,Other injury accident,110 km/hr,No,6,4,4,1,0
1246,2015,Collision with vehicle,Cross intersection,Other injury accident,30km/hr,No,4,2,2,0,0
1247,2015,Collision with vehicle,Cross intersection,Other injury accident,40 km/hr,No,271,117,146,1,31
1248,2015,Collision with vehicle,Cross intersection,Other injury accident,50 km/hr,No,1052,495,705,35,127
1249,2015,Collision with vehicle,Cross intersection,Other injury accident,60 km/hr,No,2324,1055,1593,67,353
1250,2015,Collision with vehicle,Cross intersection,Other injury accident,60 km/hr,Yes,19,11,15,1,1
1251,2015,Collision with vehicle,Cross intersection,Other injury accident,70 km/hr,No,420,188,297,10,77
1252,2015,Collision with vehicle,Cross intersection,Other injury accident,80 km/hr,No,807,360,576,20,117
1253,2015,Collision with vehicle,Cross intersection,Other injury accident,80 km/hr,Yes,2,1,2,0,0
1254,2015,Collision with vehicle,Cross intersection,Other injury accident,90 km/hr,No,4,2,3,0,1
1255,2015,Collision with vehicle,Cross intersection,Other injury accident,Not known,No,261,116,197,1,34
1256,2015,Collision with vehicle,Cross intersection,Other injury accident,Other speed limit,No,2,1,2,0,0
1257,2015,Collision with vehicle,Cross intersection,Serious injury accident,100 km/hr,No,223,147,125,10,20
1258,2015,Collision with vehicle,Cross intersection,Serious injury accident,110 km/hr,No,5,3,2,1,0
1259,2015,Collision with vehicle,Cross intersection,Serious injury accident,40 km/hr,No,85,37,48,2,12
1260,2015,Collision with vehicle,Cross intersection,Serious injury accident,50 km/hr,No,245,122,146,15,30
1261,2015,Collision with vehicle,Cross intersection,Serious injury accident,60 km/hr,No,608,307,351,26,68
1262,2015,Collision with vehicle,Cross intersection,Serious injury accident,60 km/hr,Yes,12,7,8,0,1
1263,2015,Collision with vehicle,Cross intersection,Serious injury accident,70 km/hr,No,120,57,78,4,14
1264,2015,Collision with vehicle,Cross intersection,Serious injury accident,70 km/hr,Yes,2,1,2,0,0
1265,2015,Collision with vehicle,Cross intersection,Serious injury accident,80 km/hr,No,222,134,142,3,22
1266,2015,Collision with vehicle,Cross intersection,Serious injury accident,80 km/hr,Yes,15,13,12,0,5
1267,2015,Collision with vehicle,Cross intersection,Serious injury accident,Not known,No,44,24,27,2,9
1268,2015,Collision with vehicle,Dead end,Other injury accident,50 km/hr,No,2,1,1,1,0
1269,2015,Collision with vehicle,Dead end,Serious injury accident,60 km/hr,Yes,1,1,1,0,0
1270,2015,Collision with vehicle,Multiple intersection,Fatal accident,100 km/hr,No,2,1,2,1,0
1271,2015,Collision with vehicle,Multiple intersection,Fatal accident,60 km/hr,No,6,6,2,0,0
1272,2015,Collision with vehicle,Multiple intersection,Fatal accident,80 km/hr,No,2,1,1,0,0
1273,2015,Collision with vehicle,Multiple intersection,Other injury accident,100 km/hr,No,2,2,2,1,0
1274,2015,Collision with vehicle,Multiple intersection,Other injury accident,40 km/hr,No,14,7,8,0,3
1275,2015,Collision with vehicle,Multiple intersection,Other injury accident,50 km/hr,No,41,17,23,0,3
1276,2015,Collision with vehicle,Multiple intersection,Other injury accident,60 km/hr,No,281,133,195,5,48
1277,2015,Collision with vehicle,Multiple intersection,Other injury accident,60 km/hr,Yes,4,2,4,0,0
1278,2015,Collision with vehicle,Multiple intersection,Other injury accident,70 km/hr,No,68,25,44,0,5
1279,2015,Collision with vehicle,Multiple intersection,Other injury accident,80 km/hr,No,168,78,118,0,27
1280,2015,Collision with vehicle,Multiple intersection,Other injury accident,Not known,No,43,17,35,1,5
1281,2015,Collision with vehicle,Multiple intersection,Other injury accident,Other speed limit,No,2,1,1,0,0
1282,2015,Collision with vehicle,Multiple intersection,Serious injury accident,100 km/hr,No,10,10,6,1,2
1283,2015,Collision with vehicle,Multiple intersection,Serious injury accident,40 km/hr,No,2,1,1,0,1
1284,2015,Collision with vehicle,Multiple intersection,Serious injury accident,50 km/hr,No,6,3,3,0,1
1285,2015,Collision with vehicle,Multiple intersection,Serious injury accident,60 km/hr,No,59,28,35,1,5
